"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV8888","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA
"ASV8889","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)",NA,NA,NA
"ASV8890","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8891","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Anthococcus",NA
"ASV8892","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8893","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Isobaculum",NA
"ASV8894","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"ASV8895","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Isobaculum",NA
"ASV8896","Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,NA
"ASV8897","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-007",NA
"ASV8898","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA
"ASV8899","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus",NA
"ASV8900","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV8901","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV8902","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila",NA
"ASV8903","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV8904","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Asaccharospora",NA
"ASV8905","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"ASV8906","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus",NA
"ASV8907","Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,NA
"ASV8908","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"ASV8909","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV8910","Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,NA
"ASV8911","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"ASV8912","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV8913","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerosalibacter",NA
"ASV8914","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"ASV8915","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"ASV8916","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila",NA
"ASV8917","Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,NA
"ASV8918","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"ASV8919","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA
"ASV8920","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae",NA,NA
"ASV8921","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV8922","Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,NA
"ASV8923","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV8924","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV8925","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"ASV8926","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta",NA
"ASV8927","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8928","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8929","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8930","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"ASV8931","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"ASV8932","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"ASV8933","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"ASV8934","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"ASV8935","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"ASV8936","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8937","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV8938","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Necropsobacter",NA
"ASV8939","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Anthococcus",NA
"ASV8940","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA,NA
"ASV8941","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Mitsuokella",NA
"ASV8942","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA
"ASV8943","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8944","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1",NA
"ASV8945","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group",NA
"ASV8946","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV8947","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8948","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"ASV8949","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes",NA
"ASV8950","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"ASV8951","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"ASV8952","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV8953","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"ASV8954","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"ASV8955","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium",NA
"ASV8956","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV8957","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV8958","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV8959","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"ASV8960","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"ASV8961","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera",NA
"ASV8962","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"ASV8963","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"ASV8964","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus",NA
"ASV8965","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Isobaculum",NA
"ASV8966","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA
"ASV8967","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV8968","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV8969","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV8970","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV8971","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV8972","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"ASV8973","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV8974","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila",NA
"ASV8975","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV8976","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV8977","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV8978","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA
"ASV8979","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV8980","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV8981","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV8982","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","intestinalis"
"ASV8983","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008",NA
"ASV8984","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV8985","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Isobaculum",NA
"ASV8986","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Ignavigranum",NA
"ASV8987","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus",NA
"ASV8988","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group",NA
"ASV8989","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"ASV8990","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae",NA,NA
"ASV8991","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"ASV8992","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Turicella",NA
"ASV8993","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae",NA,NA
"ASV8994","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","p-1088-a5_gut_group",NA
"ASV8995","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA,NA
"ASV8996","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV8997","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus",NA
"ASV8998","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes",NA
"ASV8999","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",NA
"ASV9000","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus",NA
"ASV9001","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Millisia",NA
"ASV9002","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6",NA
"ASV9003","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"ASV9004","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oligella",NA
"ASV9005","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9006","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"ASV9007","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group",NA
"ASV9008","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9009","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV9010","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV9011","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV9012","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",NA
"ASV9013","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9014","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","S31",NA
"ASV9015","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV9016","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA,NA
"ASV9017","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter",NA
"ASV9018","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"ASV9019","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae",NA,NA
"ASV9020","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Anaerofustis",NA
"ASV9021","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",NA
"ASV9022","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Isobaculum",NA
"ASV9023","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008",NA
"ASV9024","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"ASV9025","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9026","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV9027","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV9028","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus",NA
"ASV9029","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV9030","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1",NA
"ASV9031","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","H1",NA
"ASV9032","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV9033","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9034","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Millisia",NA
"ASV9035","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9036","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9037","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus",NA
"ASV9038","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales",NA,NA,NA
"ASV9039","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-007",NA
"ASV9040","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"ASV9041","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group",NA
"ASV9042","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9043","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV9044","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9045","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9046","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9047","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9048","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"ASV9049","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9050","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9051","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9052","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9053","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV9054","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella",NA
"ASV9055","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9056","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9057","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV9058","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9059","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV9060","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008",NA
"ASV9061","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9062","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV9063","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales",NA,NA,NA
"ASV9064","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9065","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9066","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Millisia",NA
"ASV9067","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9068","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Jonquetella",NA
"ASV9069","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV9070","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA
"ASV9071","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA,NA
"ASV9072","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",NA
"ASV9073","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA,NA
"ASV9074","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9075","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013",NA
"ASV9076","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae",NA,NA
"ASV9077","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
"ASV9078","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9079","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",NA
"ASV9080","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"ASV9081","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"ASV9082","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA
"ASV9083","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9084","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",NA
"ASV9085","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9086","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9087","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Millisia",NA
"ASV9088","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9089","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV9090","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9091","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
"ASV9092","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_4",NA
"ASV9093","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV9094","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"ASV9095","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41",NA,NA,NA
"ASV9096","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9097","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV9098","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV9099","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","W5053",NA
"ASV9100","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquincola",NA
"ASV9101","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV9102","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV9103","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9104","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA,NA
"ASV9105","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV9106","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9107","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9108","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV9109","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"ASV9110","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",NA
"ASV9111","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9112","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Beutenbergiaceae","Serinibacter",NA
"ASV9113","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV9114","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9115","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Millisia",NA
"ASV9116","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Millisia",NA
"ASV9117","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"ASV9118","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV9119","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"ASV9120","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV9121","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV9122","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_2",NA,NA
"ASV9123","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV9124","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9125","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"ASV9126","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV9127","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV9128","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter","humi"
"ASV9129","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV9130","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA,NA
"ASV9131","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA,NA
"ASV9132","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"ASV9133","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV9134","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873",NA
"ASV9135","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae",NA,NA
"ASV9136","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9137","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV9138","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV9139","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"ASV9140","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV9141","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA
"ASV9142","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9143","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Millisia",NA
"ASV9144","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9145","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA
"ASV9146","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"ASV9147","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV9148","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV9149","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013",NA
"ASV9150","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus",NA
"ASV9151","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Merdibacter",NA
"ASV9152","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales",NA,NA,NA
"ASV9153","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae",NA,NA
"ASV9154","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"ASV9155","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Mitsuokella",NA
