Genes,R1_8,R2_2,R2_3,R2_17,R2_11,R2_4,R2_13,R2_16,R1_19,R1_10,R1_13,R2_1,R1_22,R1_4,R1_20,R2_9,R1_14,R2_6,R1_1,R2_14,R1_3,R2_8,R1_6,R1_17,R1_7,R1_5,R2_15,R2_5,R2_18,R1_24,R1_21,R1_16,R2_10,R1_2,R1_11,R2_7,R1_23,R1_12,R1_18,R2_12,R1_9,R1_15
gene:plasmid:139620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
gene:plasmid:28893,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:19872,0,0,0,162,77,0,0,130,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,72,0,0,0,70,62,0,0,0,0,0,50,0,0
gene:proph:174313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:135645,0,0,0,3625,0,0,0,0,0,0,0,1107,0,0,0,977,0,0,0,0,0,1044,0,2285,0,562,0,1200,2567,0,2675,0,0,588,0,0,0,665,573,0,0,0
gene:vir:7244,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:118568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:123245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
IncFIB(pQil)_1_pQil_JN233705,0,0,0,0,0,0,0,0,0,0,0,248,0,0,153,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:123198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
gene:vir:78834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
gene:plasmid:16022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,37,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,33,0,0,0,0,0
gene:proph:160134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
gene:plasmid:28769,0,35,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:26728,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:133266,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:20771,170,0,55,0,0,0,0,0,0,178,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,528,919,0,0,0,0,0,0,0,91,0,0,53,0
gene:proph:177475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:172144,370,0,0,112,0,130,0,0,0,0,0,208,0,0,181,0,0,0,0,0,0,0,182,0,0,0,0,173,506,110,0,0,0,0,0,0,0,0,0,0,0,0
IncFIB(pB171)_1_pB171_AB024946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,0,0,0,0,0,0
gene:proph:169146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:170029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gene:vir:94105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:145499,0,0,0,0,0,0,0,0,0,309,0,0,0,0,211,767,0,0,94,0,0,2280,0,0,0,0,0,107,0,0,0,0,0,0,0,1341,0,61,0,508,0,127
gene:proph:176800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:101348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0
gene:vir:103645,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:84484,0,217,32,0,22,0,0,12,0,60,0,117,72,39,199,243,0,0,55,20,0,4856,0,45,18,113,0,0,0,43,70,175,120,19,110,85,15,122,55,347,0,147
gene:proph:162945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
gene:plasmid:135400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0
gene:plasmid:151226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:800,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene:plasmid:85999,141,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
gene:proph:184704,22,115,64,122,32,45,318,54,0,87,0,110,110,45,202,137,149,0,83,217,0,165,0,74,60,91,40,107,24,77,126,88,112,85,207,106,24,180,155,78,42,107
ICEberg|344|ICEBsa18170-1|GenBank|CP002530|2939772..2990351,47632,136039,102957,181841,59464,30354,103883,15364,0,131925,45402,189712,147262,19656,434448,294195,141441,0,174331,34849,0,2686048,29684,166374,46980,60347,33340,99501,330455,43383,466043,196660,91733,126293,372527,249018,48502,290529,108436,172975,66311,246164
gene:vir:79576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
gene:plasmid:147026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:27836,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:91794,49,213,131,518,2172,35,138,3385,0,0,20,186,85,16,242,1055,129,0,75,413,0,406,44,113,34,94,4657,99,337,22,62,231,147,50,89,45,100,161,42,2041,100,103
gene:vir:7068,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:135600,13,20,29,79,138,0,190,28,0,16,0,17,20,6,55,54,36,0,25,86,0,189,8,26,18,15,43,15,36,4,32,20,20,23,66,21,7,75,26,52,24,42
gene:vir:9472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:108406,2,5,0,0,12,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,36,0,8,0,0
gene:vir:80653,72,0,0,3,0,136,0,0,0,21,24,139,0,47,0,0,0,0,0,0,276,0,0,0,0,32,0,2327,0,43,0,0,0,0,0,0,380,0,50,0,1633,8
gene:plasmid:88338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
gene:plasmid:119584,0,0,0,0,78,0,0,44,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,33,0,0
gene:proph:183598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
gene:plasmid:153906,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,10,0,0,0,0,0,116,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
gene:plasmid:93369,12,0,8,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:130598,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:149995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,53,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:109423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0
gene:vir:3852,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0
gene:vir:101372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
gene:plasmid:123265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:7295,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:122686,0,0,0,76,179,0,0,237,0,0,0,45,101,0,30,0,0,0,0,142,0,61,0,0,0,0,172,0,0,0,0,38,73,0,0,0,120,0,0,160,0,26
gene:proph:169109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:169993,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:180477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
gene:plasmid:139534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene:plasmid:14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
gene:plasmid:154100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
gene:proph:176920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:24710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
gene:vir:510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:171843,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:85109,0,0,0,0,0,3271,0,0,0,506,2456,68,752,299,128,0,218,426,0,0,655,0,0,0,0,240,58,0,0,348,0,0,0,112,0,0,7041,0,698,0,0,0
gene:plasmid:112081,2090,0,1807,0,0,0,2610,0,0,0,0,0,0,0,1278,0,827,0,0,5668,0,0,0,0,0,0,977,0,0,0,0,0,0,1481,0,0,0,1356,0,0,3102,0
gene:plasmid:120814,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,54,0,0,0,0,0,0,0,0
gene:plasmid:121458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:118681,2802,909,395,324,0,448,0,0,0,1756,0,1728,202,204,713,0,101,1572,449,0,98,0,727,117,291,588,0,728,3768,1208,196,319,0,243,125,0,328,384,0,0,632,108
gene:proph:181165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
gene:plasmid:19382,0,8,0,16,12,0,12,0,0,0,0,0,13,0,78,56,7,0,12,0,0,5976,0,12,0,0,12,0,0,6,17,20,0,0,43,62,0,37,0,90,0,32
gene:plasmid:87050,0,0,0,0,0,0,59,55,0,0,0,0,0,0,0,46,0,0,0,30,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
gene:proph:163980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:28767,0,198,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0
gene:vir:515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:160868,107,224,12,0,0,3286,0,0,0,0,122,36,206,3041,0,0,738,0,161,0,107,17,0,0,77,84,0,57,61,3380,154,0,0,34,0,0,433,0,470,0,94,0
gene:plasmid:14908,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:88632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,40,0,0,0,0,2471,0,0,0,0,0,0,0,0,41,68,0,0,77,0,0,47,0,366,0,0
ICEberg|386|CTnPg1-a|GenBank|AP009380|57961..103060,53027,0,12504,0,0,0,0,0,0,0,0,23296,17988,0,85292,72360,16866,0,59412,0,0,1089110,0,16032,8968,0,0,0,0,0,37478,22286,27777,48071,43927,21555,0,25525,17754,0,0,36122
gene:plasmid:109453,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:110304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0
gene:vir:6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:19811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
gene:proph:181236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
gene:plasmid:120825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:147193,0,0,0,0,0,8,0,0,0,0,0,0,16,0,31,158,0,0,0,0,0,1482,0,0,0,0,14,0,0,0,0,0,0,0,33,0,0,0,0,201,0,0
gene:proph:159081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:25254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:179419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:147510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:83845,6,0,0,0,27,0,0,28,0,0,0,13,32,0,0,0,7,0,0,24,0,0,0,0,0,8,22,7,0,0,12,0,0,0,0,0,0,27,13,12,0,18
gene:plasmid:28741,0,2950,4,0,0,0,0,0,0,11,54,0,10,18,0,0,22,0,0,4,210,5,37,4,15,0,0,4,0,5,0,159,0,0,0,0,114,13,0,4,0,0
gene:plasmid:30056,210,811,784,340,6291,160,507,9277,0,106,594,950,549,88,903,1816,528,0,319,1763,251,1210,457,524,315,348,11585,518,881,129,407,953,492,489,682,148,752,1005,159,5061,358,506
gene:plasmid:30127,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:105292,207,98,0,0,0,2671,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,72,0,678,0,0,0
gene:proph:159044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
gene:proph:176748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
gene:proph:182915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
gene:vir:9795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
gene:plasmid:83883,0,27,0,45,87,17,63,94,0,0,36,0,50,0,0,41,37,0,0,83,39,47,0,25,0,0,77,23,0,0,0,36,43,0,0,0,59,0,0,73,23,0
gene:proph:163922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0
gene:vir:95226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gene:vir:99529,0,0,0,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0
gene:plasmid:125690,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:175031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0
gene:plasmid:117654,1163,826,0,311,0,387,0,0,0,1211,0,1370,165,160,392,0,118,1156,379,0,0,0,498,0,270,471,0,551,2376,1031,198,273,0,186,112,0,270,322,0,0,256,88
gene:vir:94370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:167255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:129468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:161159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:31062,0,0,23,0,0,0,0,0,0,0,0,47,0,0,71,412,0,0,0,0,0,2343,0,34,0,0,0,0,0,0,0,50,20,0,62,31,0,0,0,374,0,0
gene:plasmid:119650,41,314,194,184,569,46,400,994,0,69,207,400,339,0,238,294,152,0,118,445,130,126,119,246,97,146,883,126,94,84,159,262,189,184,131,256,641,140,50,487,166,96
gene:proph:172139,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,1784,0
gene:plasmid:119035,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,15,0,4,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0
gene:plasmid:112568,11427,49219,8208,474,683,120192,922,781,0,19274,45753,25707,112551,42302,2223,203,37983,42201,33747,558,52963,327,8826,3870,41252,79237,1734,4550,488,52380,56098,4240,157,29366,398,459,136563,1694,27529,595,4164,767
gene:plasmid:145992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4
gene:plasmid:127985,0,0,0,0,0,12,0,0,0,0,0,77,0,0,115,0,74,0,0,0,0,0,64,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:113835,20,21,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34,0,0,0,0,0,0,0,10,0,0,0,0
gene:vir:106576,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,33,0,0,0,0
gene:vir:107109,0,0,0,0,0,101,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,9,0,0,0,0,0,0,0,0
gene:proph:159068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
gene:vir:6754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:182999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
IncHI2_1__BX664015,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,0,0,0,0,0,0,8,5,0
gene:proph:177462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:82915,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:10467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,55,0,0,0,0,0,46
gene:plasmid:84469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
gene:plasmid:117674,0,0,0,71,190,0,124,264,0,0,0,44,110,0,0,59,83,0,0,145,45,65,0,0,0,0,172,0,0,0,0,0,82,0,0,0,130,0,0,195,47,0
IncFIC(FII)_1__AP001918,0,0,36,0,35,0,35,0,0,0,0,0,30,16,120,477,46,0,0,0,0,0,0,64,0,0,0,0,0,26,46,132,35,0,93,45,0,33,22,607,0,96
gene:plasmid:14637,0,0,0,0,156,0,0,156,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rep17_1_CDS29(pRUM)_AF507977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,0,0
gene:plasmid:15653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0
gene:plasmid:24195,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
gene:plasmid:85816,65,0,65,0,0,27,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,32,0
gene:plasmid:17436,0,0,0,0,104,0,360,178,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:150005,0,0,50,0,22,0,39,15,0,0,8,0,6,7,0,0,22,0,0,31,0,8,6,65,69,0,36,26,0,0,0,12,0,0,23,20,0,20,13,0,14,0
