Genes,R1_8,R2_2,R2_3,R2_17,R2_11,R2_4,R2_13,R2_16,R1_19,R1_10,R1_13,R2_1,R1_22,R1_4,R1_20,R2_9,R1_14,R2_6,R1_1,R2_14,R1_3,R2_8,R1_6,R1_17,R1_7,R1_5,R2_15,R2_5,R2_18,R1_24,R1_21,R1_16,R2_10,R1_2,R1_11,R2_7,R1_23,R1_12,R1_18,R2_12,R1_9,R1_15
gene:plasmid:28760,0,259,0,0,0,536,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:145705,0,271,150,313,5669,0,242,4550,0,0,0,63,65,27,143,306,131,0,85,309,0,855,66,115,0,0,4168,148,769,21,62,298,286,69,151,0,84,101,48,4935,64,107
gene:plasmid:91009,71,0,0,0,0,1032,0,0,0,12,2204,0,126,0,0,0,41,17,0,0,524,0,0,0,36,0,0,0,0,36,0,0,0,17,0,0,4659,0,236,0,0,0
gene:plasmid:119664,28,0,49,0,29,0,23,5,0,0,18,50,43,0,105,481,32,0,36,18,446,308,294,47,0,0,21,0,0,26,73,76,39,8,261,33,20,71,49,931,61,109
gene:vir:103816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rep9_3_repA(pPD1)_D78016,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:84546,0,8,0,1,1,0,5,0,0,0,3,0,0,0,8,12,9,0,9,0,0,0,0,0,0,9,0,0,2,0,6,0,8,0,4,10,0,2,4,25,2,3
gene:plasmid:84650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
gene:vir:5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:28957,90,538,651,1537,3170,0,3046,3286,0,203,0,335,240,103,411,154,479,757,197,2519,0,156,276,441,1257,398,1070,613,529,63,0,236,159,101,84,106,56,85,51,479,272,121
gene:proph:162617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
gene:plasmid:84298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
gene:vir:93899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
gene:vir:6861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:30754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,173,0,0,0,0,0,1409,0,0,0,0,0,0,0,0,0,36,0,0,0,28,0,0,0,203,0,0
gene:plasmid:87713,0,0,0,122,827,0,402,85,0,0,0,172,134,0,560,1995,274,0,244,597,0,0,0,184,0,0,79,0,0,0,139,613,145,0,287,0,0,0,0,1893,0,0
gene:proph:169969,0,0,129,0,54,0,48,116,0,0,0,0,0,0,36,0,67,0,0,104,0,0,0,138,116,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
gene:plasmid:133216,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:117677,25,99,70,14,104,0,55,32,0,130,59,126,46,19,266,573,88,58,61,63,55,6786,92,110,50,80,78,0,24,20,75,250,53,49,195,115,0,118,52,986,63,182
gene:plasmid:91688,127,537,423,295,1280,94,648,2434,0,193,424,674,726,102,516,537,434,0,204,1035,328,365,320,486,236,164,2498,385,435,125,289,506,455,382,259,471,1194,253,83,1276,314,182
gene:plasmid:88422,89,345,301,184,984,0,432,2158,0,407,1185,768,967,113,357,334,407,181,256,884,867,387,494,286,201,167,2381,317,229,179,294,407,325,584,190,324,3450,236,64,1156,234,153
gene:plasmid:133381,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:158906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,10,0,0,33,0,0,0,0,31,0,18
gene:plasmid:14642,545,648,680,285,763,625,534,775,0,200,2109,861,5478,535,344,248,980,0,1734,1240,1910,184,799,500,871,375,385,680,0,703,2051,398,265,1770,178,0,3648,420,220,256,1154,227
gene:proph:184743,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:167221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:82850,96,0,137,39,275,0,270,196,0,37,0,0,210,0,168,262,113,0,136,528,0,387,0,135,0,0,122,71,63,47,116,100,579,184,179,445,126,268,88,839,64,87
gene:proph:162967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
gene:vir:10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
gene:vir:103668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
gene:plasmid:145709,0,0,0,0,561,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0
gene:proph:168368,0,0,0,0,69,0,0,9,0,0,0,0,0,0,16,0,15,0,0,0,0,21,0,0,0,0,69,0,0,0,0,0,0,0,9,0,0,8,0,80,0,0
gene:vir:105346,64,5,0,0,0,1765,0,0,0,0,0,0,277,3299,0,0,855,0,105,0,0,17,0,0,13,0,0,46,0,5369,330,0,0,34,0,0,0,0,118,0,0,0
gene:plasmid:14571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,52,0,0,0,43,0,0,0,0,0,41,0,0,0,0,0,0,0,261,0,0
gene:plasmid:122400,1186,6574,856,68,70,18494,80,85,0,2217,4266,3231,11575,5581,235,14,3548,5042,5146,63,5548,23,1056,426,4758,8978,126,570,119,5403,5069,488,20,3963,32,61,14669,124,2597,70,477,63
gene:plasmid:85114,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
gene:plasmid:109420,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0
gene:proph:175672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
gene:proph:182963,0,0,4,0,0,0,0,0,0,0,0,0,0,0,47,114,0,0,15,0,0,4427,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,20,0,84,0,23
repUS11__CDS16(pTEF3)_AE016832,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,122,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,137,0,0
gene:plasmid:19396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
gene:plasmid:149982,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0
gene:plasmid:30068,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:107154,93,51,0,0,0,3767,0,0,0,0,112,39,169,0,0,0,0,0,31,0,148,0,0,0,7,0,0,0,0,0,11,0,0,28,0,0,511,0,466,0,0,0
gene:plasmid:90988,7,14,0,0,0,301,0,1,0,7,216,3,9,107,0,0,52,0,0,0,42,0,0,0,19,3,0,0,0,169,14,0,1,3,0,0,206,0,33,0,0,0
gene:plasmid:28878,21,7,0,0,0,141,0,0,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,34,0,6,0
gene:proph:172528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
gene:plasmid:122397,179,629,148,23,46,7182,124,102,0,588,4260,458,6720,1490,73,0,943,561,1341,80,2139,0,127,59,815,1897,149,78,0,2170,1610,76,0,1065,0,0,17821,56,831,0,64,0
gene:vir:130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
gene:proph:181266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:179403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
gene:proph:181809,23,63,0,0,0,0,0,55,0,0,0,0,0,0,51,216,0,0,0,0,0,0,35,0,30,0,319,0,0,0,0,0,0,0,0,0,37,0,0,263,36,0
gene:plasmid:123287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,30,0,0
gene:plasmid:20010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
gene:vir:6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:179464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0
gene:plasmid:14639,0,53,31,0,27,0,33,39,0,52,404,46,654,55,17,0,61,0,55,35,126,0,100,0,45,23,37,0,22,104,24,18,0,251,0,0,757,33,0,0,59,0
gene:plasmid:87101,684,912,1897,15075,1024,181,1057,1260,0,1569,121,880,1167,769,1003,660,956,770,3559,753,26,220,345,4345,2118,920,1351,2896,5416,203,229,852,604,3986,213,308,99,183,166,1275,1990,371
gene:plasmid:15678,13,56,0,105,0,0,0,0,0,149,0,80,0,0,0,0,0,314,16,0,0,0,19,0,23,89,16,57,505,0,0,31,0,0,0,0,0,0,0,103,6,0
gene:proph:181634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0
gene:proph:179481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
gene:plasmid:91084,30,337,77,58,86,0,43,0,0,0,47,263,151,55,590,559,138,0,180,0,0,14719,0,71,79,267,95,48,0,0,158,304,327,44,252,160,52,172,89,1171,0,292
gene:proph:184767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:108755,0,0,0,0,0,0,2003,574,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:173127,136,19,0,0,34,13,0,0,0,68,0,197,14,0,27,0,0,0,459,53,159,0,0,32,0,51,0,2589,203,0,23,0,0,20,0,0,43,0,0,0,2171,0
gene:proph:169080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
gene:plasmid:19617,0,0,0,0,0,0,0,354,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,113,0,0,365,0,0,0,0,0,0,0,0,0,178,0,0,230,0,0
gene:plasmid:110372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,1428,0,18,0,0,0,0,0,0,0,0,0,0,37,21,0,0,0,210,19,25
gene:plasmid:127463,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:147491,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:82834,0,0,16,21,59,0,40,32,0,0,0,0,0,0,0,0,9,0,26,67,0,0,0,9,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:169137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:77749,71,327,292,77,599,0,338,120,0,391,128,529,195,101,929,3657,285,174,326,261,158,34748,0,436,176,337,431,182,74,89,272,705,303,127,671,472,50,319,210,6223,212,562
gene:proph:173444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:85099,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,4,0,11,0,0,0,0,0,0,0,0
gene:plasmid:19385,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
gene:vir:7145,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:82853,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
gene:plasmid:155271,32,51,6,0,0,432,0,0,0,22,20,14,30,466,0,0,110,9,11,0,21,0,3,0,21,27,0,17,0,391,26,0,0,14,0,0,46,0,68,0,8,0
gene:plasmid:19855,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:108798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:180636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
gene:vir:7172,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,21,0,0
gene:plasmid:14943,874,1717,2956,593,6067,409,4270,8362,0,893,10237,3007,7655,354,2454,501,1942,0,2030,8109,4994,470,2540,2957,2703,1278,2042,1958,1539,871,1423,2339,1642,4877,1329,1506,15580,2417,657,1504,1870,1185
gene:proph:181312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
gene:plasmid:20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:119268,0,0,113,688,270,0,811,693,0,0,0,0,0,0,94,0,84,0,0,348,0,75,0,171,0,0,257,115,173,0,0,0,209,0,41,0,0,0,0,324,0,0
gene:plasmid:87031,139,335,485,2645,961,0,2504,1986,0,379,0,429,152,140,384,539,473,416,229,1254,0,309,140,994,723,152,957,553,1624,94,142,294,1019,175,181,558,32,109,124,954,289,216
gene:proph:173792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:163487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
gene:vir:104167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:85583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
gene:vir:6641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:159439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0
gene:proph:184718,0,101,87,148,0,0,736,518,0,84,0,0,147,0,248,184,106,0,83,559,0,247,0,0,0,86,1558,85,0,0,137,99,127,87,190,106,0,203,156,114,0,116
gene:plasmid:15488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
gene:plasmid:28578,14,0,53,0,40,0,343,127,0,115,0,110,70,29,14,11,45,0,37,63,0,19,16,25,218,162,62,48,148,22,25,18,22,40,0,14,0,0,0,22,31,0
gene:plasmid:85098,23,31,23,0,27,0,119,96,0,0,0,233,46,0,19,0,0,0,0,72,0,33,0,28,36,164,132,0,0,0,0,0,26,26,0,0,0,24,0,47,0,0
gene:plasmid:16927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,74,0,0
ICEberg|109|R997|GenBank|EF434292|1..144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:141976,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,81,0,0,0,0,0,963,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,180,0,0
gene:proph:181625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,40,0,0
gene:plasmid:153893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:151319,0,0,0,0,15,0,0,0,0,0,0,0,0,0,24,41,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,32,0,34
gene:plasmid:147465,2,0,0,0,0,0,0,0,0,0,0,4,0,5,5,6,5,0,0,0,13,0,0,0,0,4,0,0,0,0,0,3,0,14,7,0,8,0,0,7,0,0
gene:vir:103412,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ICEberg|88|ICESpn11876|GenBank|FR671404|1..71516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:117679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,7,0,8,0,0,0,3
gene:plasmid:19964,0,80,53,135,79,106,91,98,0,0,55,96,106,75,55,49,75,37,68,56,74,46,42,45,0,95,57,65,64,76,33,45,53,72,0,48,119,18,0,71,51,26
gene:plasmid:17457,0,0,133,153,1382,0,5390,2695,0,0,0,0,0,0,127,139,0,0,0,1541,0,0,0,146,89,0,1564,0,0,0,0,0,233,0,0,0,0,0,0,392,0,0
gene:vir:4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
gene:proph:163832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,0,0
rep21_14_rep(pKH21)_EU350088.1,3383,20870,301,118,321,33880,823,525,0,1230,777,1209,1088,5496,217,0,1082,1381,1504,222,1229,127,1423,301,2574,977,510,636,414,2497,910,1023,247,615,64,105,3992,0,4038,487,276,50
gene:plasmid:14862,0,0,7,0,14,0,19,13,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:80663,275,0,0,0,0,412,0,0,0,89,139,634,0,74,0,0,28,0,0,0,907,0,0,86,0,109,0,7989,0,135,0,0,0,37,0,0,991,0,245,0,6416,51
ICEberg|1|BTF-37|GenBank|AF412331|1..3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0
gene:proph:172469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
gene:plasmid:157953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:123307,0,177,0,0,0,0,148,0,0,0,0,0,99,0,561,1389,0,0,171,0,0,60413,0,0,0,0,81,0,0,0,175,417,495,112,408,952,0,182,119,760,0,254
gene:proph:170560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
gene:plasmid:19627,0,140,194,0,0,56,0,0,0,114,0,185,162,0,134,0,134,0,34,0,0,0,34,108,22,0,0,124,0,0,0,130,0,71,0,0,0,61,0,19,69,34
gene:plasmid:124057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0
gene:plasmid:133215,149,498,1161,2977,3864,592,4481,5076,0,279,112,518,586,1367,462,520,1201,758,614,3632,232,592,571,1089,1108,186,2333,597,1562,1341,1395,348,2042,206,182,205,275,203,127,1384,367,231
gene:plasmid:91712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:17205,11,24,63,871,95,0,27,32,0,19,0,14,0,26,19,0,21,0,30,15,0,0,0,99,53,0,59,57,199,0,0,0,59,23,13,0,0,0,0,40,38,0
gene:vir:95500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:182918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
gene:proph:163859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6507,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:28716,35,493,0,0,0,354,0,50,0,31,304,148,488,187,0,0,102,0,0,0,160,0,10,0,50,93,39,0,0,345,0,34,0,0,0,0,885,6,0,0,0,0
gene:vir:80680,482,0,0,0,0,657,0,0,312,198,251,1034,0,187,0,0,0,0,0,0,1213,0,0,104,0,249,0,16923,0,347,0,0,0,0,0,0,1541,0,366,0,12476,53
gene:plasmid:17317,10,0,13,0,20,0,41,30,0,0,0,0,0,0,0,0,5,0,162,37,0,0,17,0,49,0,24,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0
gene:plasmid:123164,0,0,62,0,0,0,0,0,0,310,0,108,35,11,128,437,44,24,0,0,0,483,0,57,25,0,30,0,0,0,72,100,0,0,234,0,0,60,38,0,0,106
gene:plasmid:19757,13741,4833,3595,5604,6151,150693,6572,8851,0,5101,941,5080,40346,8282,2659,877,10782,4656,1041,11597,345,1550,3666,3223,5807,4602,7141,2884,3585,14793,1118,1846,2127,5806,983,754,2404,1075,48577,5192,1510,858
gene:proph:182705,0,0,0,0,260,0,180,211,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
gene:vir:79568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
gene:plasmid:139614,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0
gene:plasmid:87375,0,0,0,0,0,918,0,0,0,0,0,288,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
